perfume_id,brand,perfume_name,full_name,perfume_type,family,top_notes,middle_notes,base_notes,occasions,moods,professional_description,customer_query_example,all_notes
53,Hermès,Exotic,Hermès Exotic,Unisex,Aquatic,"Pear, Mint, Bergamot, Jasmine","Rose, Clove, Honeysuckle","Amber, Cedar",night out,luxurious,"Hermès Exotic is a captivating Aquatic fragrance. It opens with vibrant notes of Pear, Mint, Bergamot and Jasmine. The heart reveals Rose, Clove and Honeysuckle. Base notes of Amber, Cedar provide a lasting and memorable impression.",Searching for a luxurious scent with Pear,"Pear, Mint, Bergamot, Jasmine, Rose, Clove, Honeysuckle, Amber, Cedar"
54,Marc Jacobs,Amber,Marc Jacobs Amber,Parfum,Aquatic,"Mandarin, Basil","Lily, Tuberose","Benzoin, Leather, Vetiver","formal event, beach day",romantic,"Marc Jacobs Amber is a captivating Aquatic fragrance. It opens with vibrant notes of Mandarin and Basil. The heart reveals Lily and Tuberose. Base notes of Benzoin, Leather, Vetiver provide a lasting and memorable impression.","Something perfect for formal event, makes me feel romantic","Mandarin, Basil, Lily, Tuberose, Benzoin, Leather, Vetiver"
55,Maison Francis Kurkdjian,Jasmine,Maison Francis Kurkdjian Jasmine,Unisex,Citrus,"Saffron, Cardamom, Pink Pepper, Bergamot","Peony, Magnolia","Tonka Bean, Incense, Vanilla",wedding,"fresh, playful","Maison Francis Kurkdjian Jasmine is a captivating Citrus fragrance. It opens with vibrant notes of Saffron, Cardamom, Pink Pepper and Bergamot. The heart reveals Peony and Magnolia. Base notes of Tonka Bean, Incense, Vanilla provide a lasting and memorable impression.",I want something like Maison Francis Kurkdjian but more fresh,"Saffron, Cardamom, Pink Pepper, Bergamot, Peony, Magnolia, Tonka Bean, Incense, Vanilla"
56,Gucci,Crystal,Gucci Crystal,Pour Homme,Oriental,"Mint, Pink Pepper","Cinnamon, Magnolia, Rose","White Musk, Patchouli","winter, office",playful,"Gucci Crystal is a captivating Oriental fragrance. It opens with vibrant notes of Mint and Pink Pepper. The heart reveals Cinnamon, Magnolia and Rose. Base notes of White Musk, Patchouli provide a lasting and memorable impression.",Searching for a playful scent with Mint,"Mint, Pink Pepper, Cinnamon, Magnolia, Rose, White Musk, Patchouli"
57,Viktor & Rolf,Vanilla,Viktor & Rolf Vanilla,Unisex,Gourmand,"Grapefruit, Petitgrain, Pink Pepper, Cardamom","Gardenia, Cinnamon, Lavender","Tobacco, Cedar, Benzoin",night out,warm,"Viktor & Rolf Vanilla is a captivating Gourmand fragrance. It opens with vibrant notes of Grapefruit, Petitgrain, Pink Pepper and Cardamom. The heart reveals Gardenia, Cinnamon and Lavender. Base notes of Tobacco, Cedar, Benzoin provide a lasting and memorable impression.",Need gourmand perfume for night out and night out,"Grapefruit, Petitgrain, Pink Pepper, Cardamom, Gardenia, Cinnamon, Lavender, Tobacco, Cedar, Benzoin"
58,Dior,Femme Absolute,Dior Femme Absolute,Eau de Parfum,Gourmand,"Petitgrain, Basil, Neroli","Orange Blossom, Lily, Freesia","Sandalwood, Cashmere Wood, Tobacco",party,"romantic, dreamy","Dior Femme Absolute is a captivating Gourmand fragrance. It opens with vibrant notes of Petitgrain, Basil and Neroli. The heart reveals Orange Blossom, Lily and Freesia. Base notes of Sandalwood, Cashmere Wood, Tobacco provide a lasting and memorable impression.",What has Sandalwood and works for party?,"Petitgrain, Basil, Neroli, Orange Blossom, Lily, Freesia, Sandalwood, Cashmere Wood, Tobacco"
59,Valentino,Secret,Valentino Secret,Elixir,Aquatic,"Grapefruit, Saffron, Pink Pepper, Rose","Nutmeg, Ylang-ylang, Peony","Ambergris, Tonka Bean","wedding, formal event","sophisticated, warm","Valentino Secret is a captivating Aquatic fragrance. It opens with vibrant notes of Grapefruit, Saffron, Pink Pepper and Rose. The heart reveals Nutmeg, Ylang-ylang and Peony. Base notes of Ambergris, Tonka Bean provide a lasting and memorable impression.","Need a perfume with Grapefruit smell, good for wedding","Grapefruit, Saffron, Pink Pepper, Rose, Nutmeg, Ylang-ylang, Peony, Ambergris, Tonka Bean"
60,Viktor & Rolf,Orchid,Viktor & Rolf Orchid,Unisex,Woody,"Mint, Lavender, Cardamom","Orange Blossom, Orchid","Vetiver, Musk",fall,romantic,"Viktor & Rolf Orchid is a captivating Woody fragrance. It opens with vibrant notes of Mint, Lavender and Cardamom. The heart reveals Orange Blossom and Orchid. Base notes of Vetiver, Musk provide a lasting and memorable impression.","Want to smell romantic and romantic, maybe something woody","Mint, Lavender, Cardamom, Orange Blossom, Orchid, Vetiver, Musk"
61,Creed,Desire Pure,Creed Desire Pure,Eau de Parfum,Chypre,"Pear, Saffron, Apple","Peony, Nutmeg","Oakmoss, Labdanum, Vetiver",party,"elegant, romantic","Creed Desire Pure is a captivating Chypre fragrance. It opens with vibrant notes of Pear, Saffron and Apple. The heart reveals Peony and Nutmeg. Base notes of Oakmoss, Labdanum, Vetiver provide a lasting and memorable impression.",Need chypre perfume for party and party,"Pear, Saffron, Apple, Peony, Nutmeg, Oakmoss, Labdanum, Vetiver"
62,Dolce & Gabbana,Desire Intense,Dolce & Gabbana Desire Intense,Eau de Toilette,Oriental,"Rose, Neroli","Ylang-ylang, Lavender","Tobacco, Amber, Incense","spring, office","fresh, warm","Dolce & Gabbana Desire Intense is a captivating Oriental fragrance. It opens with vibrant notes of Rose and Neroli. The heart reveals Ylang-ylang and Lavender. Base notes of Tobacco, Amber, Incense provide a lasting and memorable impression.",I'm looking for something fresh for spring,"Rose, Neroli, Ylang-ylang, Lavender, Tobacco, Amber, Incense"
63,Lancôme,Elixir,Lancôme Elixir,Parfum,Aquatic,"Petitgrain, Orange","Honeysuckle, Cardamom","Praline, Vanilla, Labdanum",evening,confident,"Lancôme Elixir is a captivating Aquatic fragrance. It opens with vibrant notes of Petitgrain and Orange. The heart reveals Honeysuckle and Cardamom. Base notes of Praline, Vanilla, Labdanum provide a lasting and memorable impression.",I want something like Lancôme but more confident,"Petitgrain, Orange, Honeysuckle, Cardamom, Praline, Vanilla, Labdanum"
64,Armani,Passion,Armani Passion,Unisex,Citrus,"Bergamot, Jasmine","Magnolia, Violet, Clove","Benzoin, Cashmere Wood","night out, winter",playful,"Armani Passion is a captivating Citrus fragrance. It opens with vibrant notes of Bergamot and Jasmine. The heart reveals Magnolia, Violet and Clove. Base notes of Benzoin, Cashmere Wood provide a lasting and memorable impression.",Looking for night out fragrance with Benzoin base,"Bergamot, Jasmine, Magnolia, Violet, Clove, Benzoin, Cashmere Wood"
65,Chanel,Silver Elixir,Chanel Silver Elixir,Eau de Toilette,Woody,"Mint, Pink Pepper, Mandarin","Nutmeg, Peony, Lavender","Cedar, Patchouli, Ambergris","daily wear, evening","energetic, romantic","Chanel Silver Elixir is a captivating Woody fragrance. It opens with vibrant notes of Mint, Pink Pepper and Mandarin. The heart reveals Nutmeg, Peony and Lavender. Base notes of Cedar, Patchouli, Ambergris provide a lasting and memorable impression.","Something perfect for daily wear, makes me feel energetic","Mint, Pink Pepper, Mandarin, Nutmeg, Peony, Lavender, Cedar, Patchouli, Ambergris"
66,Prada,Absolute,Prada Absolute,Elixir,Woody,"Blackcurrant, Pink Pepper, Lemon, Cardamom","Clove, Iris, Magnolia","Leather, Cashmere Wood","romantic dinner, summer",elegant,"Prada Absolute is a captivating Woody fragrance. It opens with vibrant notes of Blackcurrant, Pink Pepper, Lemon and Cardamom. The heart reveals Clove, Iris and Magnolia. Base notes of Leather, Cashmere Wood provide a lasting and memorable impression.","Something perfect for romantic dinner, makes me feel elegant","Blackcurrant, Pink Pepper, Lemon, Cardamom, Clove, Iris, Magnolia, Leather, Cashmere Wood"
67,Marc Jacobs,Absolute Mystère,Marc Jacobs Absolute Mystère,Unisex,Fresh,"Lemon, Bergamot, Mandarin, Lavender","Lavender, Freesia, Iris","Ambergris, Tobacco",party,"elegant, sophisticated","Marc Jacobs Absolute Mystère is a captivating Fresh fragrance. It opens with vibrant notes of Lemon, Bergamot, Mandarin and Lavender. The heart reveals Lavender, Freesia and Iris. Base notes of Ambergris, Tobacco provide a lasting and memorable impression.",What has Ambergris and works for party?,"Lemon, Bergamot, Mandarin, Lavender, Lavender, Freesia, Iris, Ambergris, Tobacco"
68,Maison Francis Kurkdjian,Bleu Orchid,Maison Francis Kurkdjian Bleu Orchid,Absolu,Woody,"Cardamom, Basil, Pear","Tuberose, Lavender, Peony","Oud, Cashmere Wood","summer, night out",relaxed,"Maison Francis Kurkdjian Bleu Orchid is a captivating Woody fragrance. It opens with vibrant notes of Cardamom, Basil and Pear. The heart reveals Tuberose, Lavender and Peony. Base notes of Oud, Cashmere Wood provide a lasting and memorable impression.","I love Tuberose and Cardamom, what should I get?","Cardamom, Basil, Pear, Tuberose, Lavender, Peony, Oud, Cashmere Wood"
69,Givenchy,Amber Noir,Givenchy Amber Noir,Pour Femme,Aromatic,"Cardamom, Petitgrain, Jasmine","Violet, Freesia, Lily","Sandalwood, Vanilla",office,"bold, romantic","Givenchy Amber Noir is a captivating Aromatic fragrance. It opens with vibrant notes of Cardamom, Petitgrain and Jasmine. The heart reveals Violet, Freesia and Lily. Base notes of Sandalwood, Vanilla provide a lasting and memorable impression.","Something perfect for office, makes me feel bold","Cardamom, Petitgrain, Jasmine, Violet, Freesia, Lily, Sandalwood, Vanilla"
70,Byredo,Orchid Elixir,Byredo Orchid Elixir,Intense,Oriental,"Lavender, Orange","Magnolia, Geranium, Freesia","Leather, Vanilla, White Musk","daily wear, spring",sensual,"Byredo Orchid Elixir is a captivating Oriental fragrance. It opens with vibrant notes of Lavender and Orange. The heart reveals Magnolia, Geranium and Freesia. Base notes of Leather, Vanilla, White Musk provide a lasting and memorable impression.",I'm looking for something sensual for daily wear,"Lavender, Orange, Magnolia, Geranium, Freesia, Leather, Vanilla, White Musk"
71,Thierry Mugler,Secret Elixir,Thierry Mugler Secret Elixir,Eau de Parfum,Citrus,"Bergamot, Cardamom, Blackcurrant","Geranium, Magnolia","Cocoa, Ambergris",evening,relaxed,"Thierry Mugler Secret Elixir is a captivating Citrus fragrance. It opens with vibrant notes of Bergamot, Cardamom and Blackcurrant. The heart reveals Geranium and Magnolia. Base notes of Cocoa, Ambergris provide a lasting and memorable impression.",Looking for evening fragrance with Cocoa base,"Bergamot, Cardamom, Blackcurrant, Geranium, Magnolia, Cocoa, Ambergris"
72,Bvlgari,Noir Pure,Bvlgari Noir Pure,Pour Femme,Aquatic,"Grapefruit, Mandarin","Peony, Lily, Lavender","Patchouli, Cashmere Wood",night out,playful,"Bvlgari Noir Pure is a captivating Aquatic fragrance. It opens with vibrant notes of Grapefruit and Mandarin. The heart reveals Peony, Lily and Lavender. Base notes of Patchouli, Cashmere Wood provide a lasting and memorable impression.",I want something like Bvlgari but more playful,"Grapefruit, Mandarin, Peony, Lily, Lavender, Patchouli, Cashmere Wood"
73,Armani,Absolute Orchid,Armani Absolute Orchid,Unisex,Woody,"Bergamot, Grapefruit","Clove, Tuberose, Jasmine","Cashmere Wood, Praline","party, romantic dinner","dreamy, confident","Armani Absolute Orchid is a captivating Woody fragrance. It opens with vibrant notes of Bergamot and Grapefruit. The heart reveals Clove, Tuberose and Jasmine. Base notes of Cashmere Wood, Praline provide a lasting and memorable impression.",Searching for a dreamy scent with Bergamot,"Bergamot, Grapefruit, Clove, Tuberose, Jasmine, Cashmere Wood, Praline"
74,Tom Ford,Le Love,Tom Ford Le Love,Absolu,Aromatic,"Blackcurrant, Cardamom, Saffron, Lime","Orange Blossom, Gardenia","Benzoin, Ambergris","casual, evening",energetic,"Tom Ford Le Love is a captivating Aromatic fragrance. It opens with vibrant notes of Blackcurrant, Cardamom, Saffron and Lime. The heart reveals Orange Blossom and Gardenia. Base notes of Benzoin, Ambergris provide a lasting and memorable impression.",I'm looking for something energetic for casual,"Blackcurrant, Cardamom, Saffron, Lime, Orange Blossom, Gardenia, Benzoin, Ambergris"
75,Marc Jacobs,Dream,Marc Jacobs Dream,Extreme,Floral,"Petitgrain, Peach, Pink Pepper","Lily, Honeysuckle, Violet","Tobacco, Amber",night out,energetic,"Marc Jacobs Dream is a captivating Floral fragrance. It opens with vibrant notes of Petitgrain, Peach and Pink Pepper. The heart reveals Lily, Honeysuckle and Violet. Base notes of Tobacco, Amber provide a lasting and memorable impression.",I want something like Marc Jacobs but more energetic,"Petitgrain, Peach, Pink Pepper, Lily, Honeysuckle, Violet, Tobacco, Amber"
76,Dolce & Gabbana,Orchid Pure,Dolce & Gabbana Orchid Pure,Absolu,Aquatic,"Mandarin, Lemon, Saffron, Rose","Orchid, Cardamom, Violet","Incense, Praline","formal event, office","bold, sensual","Dolce & Gabbana Orchid Pure is a captivating Aquatic fragrance. It opens with vibrant notes of Mandarin, Lemon, Saffron and Rose. The heart reveals Orchid, Cardamom and Violet. Base notes of Incense, Praline provide a lasting and memorable impression.","Something perfect for formal event, makes me feel bold","Mandarin, Lemon, Saffron, Rose, Orchid, Cardamom, Violet, Incense, Praline"
77,Prada,Absolute Homme,Prada Absolute Homme,Unisex,Woody,"Rose, Blackcurrant, Lemon","Orange Blossom, Violet, Gardenia","Amber, Labdanum",winter,"sensual, warm","Prada Absolute Homme is a captivating Woody fragrance. It opens with vibrant notes of Rose, Blackcurrant and Lemon. The heart reveals Orange Blossom, Violet and Gardenia. Base notes of Amber, Labdanum provide a lasting and memorable impression.",I'm looking for something sensual for winter,"Rose, Blackcurrant, Lemon, Orange Blossom, Violet, Gardenia, Amber, Labdanum"
78,Givenchy,Essence,Givenchy Essence,Pour Femme,Floral,"Orange, Lavender","Orange Blossom, Cinnamon, Honeysuckle","Oud, Cocoa",party,"romantic, dreamy","Givenchy Essence is a captivating Floral fragrance. It opens with vibrant notes of Orange and Lavender. The heart reveals Orange Blossom, Cinnamon and Honeysuckle. Base notes of Oud, Cocoa provide a lasting and memorable impression.",I'm looking for something romantic for party,"Orange, Lavender, Orange Blossom, Cinnamon, Honeysuckle, Oud, Cocoa"
79,Valentino,Rose,Valentino Rose,Elixir,Green,"Rose, Cardamom","Violet, Geranium","Leather, Musk, Vanilla",fall,"confident, warm","Valentino Rose is a captivating Green fragrance. It opens with vibrant notes of Rose and Cardamom. The heart reveals Violet and Geranium. Base notes of Leather, Musk, Vanilla provide a lasting and memorable impression.",I want something like Valentino but more confident,"Rose, Cardamom, Violet, Geranium, Leather, Musk, Vanilla"
80,Byredo,Sapphire Desire,Byredo Sapphire Desire,Absolu,Green,"Basil, Neroli","Nutmeg, Rose","Vetiver, Vanilla, Amber",wedding,"mysterious, relaxed","Byredo Sapphire Desire is a captivating Green fragrance. It opens with vibrant notes of Basil and Neroli. The heart reveals Nutmeg and Rose. Base notes of Vetiver, Vanilla, Amber provide a lasting and memorable impression.",Need green with Nutmeg for wedding,"Basil, Neroli, Nutmeg, Rose, Vetiver, Vanilla, Amber"
81,Maison Francis Kurkdjian,Femme Pure,Maison Francis Kurkdjian Femme Pure,Extreme,Green,"Lime, Peach, Blackcurrant","Iris, Cinnamon, Freesia","Labdanum, Praline","daily wear, beach day","confident, sensual","Maison Francis Kurkdjian Femme Pure is a captivating Green fragrance. It opens with vibrant notes of Lime, Peach and Blackcurrant. The heart reveals Iris, Cinnamon and Freesia. Base notes of Labdanum, Praline provide a lasting and memorable impression.",Need green with Iris for daily wear,"Lime, Peach, Blackcurrant, Iris, Cinnamon, Freesia, Labdanum, Praline"
82,Yves Saint Laurent,Desire Noir,Yves Saint Laurent Desire Noir,Intense,Green,"Saffron, Cardamom","Lily, Geranium","Incense, Praline, Vetiver","romantic dinner, office",confident,"Yves Saint Laurent Desire Noir is a captivating Green fragrance. It opens with vibrant notes of Saffron and Cardamom. The heart reveals Lily and Geranium. Base notes of Incense, Praline, Vetiver provide a lasting and memorable impression.","I love Lily and Saffron, what should I get?","Saffron, Cardamom, Lily, Geranium, Incense, Praline, Vetiver"
83,Jean Paul Gaultier,Absolute Kiss,Jean Paul Gaultier Absolute Kiss,Eau de Toilette,Woody,"Pear, Basil","Orange Blossom, Violet, Cardamom","Praline, Patchouli","spring, wedding","romantic, dreamy","Jean Paul Gaultier Absolute Kiss is a captivating Woody fragrance. It opens with vibrant notes of Pear and Basil. The heart reveals Orange Blossom, Violet and Cardamom. Base notes of Praline, Patchouli provide a lasting and memorable impression.",Looking for spring fragrance with Praline base,"Pear, Basil, Orange Blossom, Violet, Cardamom, Praline, Patchouli"
84,Hermès,Sapphire,Hermès Sapphire,Intense,Fresh,"Bergamot, Orange, Pink Pepper, Lavender","Lily, Orange Blossom","Leather, Oakmoss","spring, daily wear",relaxed,"Hermès Sapphire is a captivating Fresh fragrance. It opens with vibrant notes of Bergamot, Orange, Pink Pepper and Lavender. The heart reveals Lily and Orange Blossom. Base notes of Leather, Oakmoss provide a lasting and memorable impression.","Need a perfume with Bergamot smell, good for spring","Bergamot, Orange, Pink Pepper, Lavender, Lily, Orange Blossom, Leather, Oakmoss"
